Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
01/10/2021,01/04/2020,01/09/2021,SC,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,318,327,
01/10/2021,01/04/2020,01/09/2021,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,18,20,
01/10/2021,01/04/2020,01/09/2021,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,34,39,
01/10/2021,01/04/2020,01/09/2021,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,108,122,
01/10/2021,01/04/2020,01/09/2021,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,106,114,
01/10/2021,01/04/2020,01/09/2021,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,71,77,
01/10/2021,01/04/2020,01/09/2021,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,SC,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,347,383,
01/10/2021,01/04/2020,01/09/2021,SC,Sepsis,Sepsis,A40-A41,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SC,Sepsis,Sepsis,A40-A41,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SC,Sepsis,Sepsis,A40-A41,35-44,17,17,
01/10/2021,01/04/2020,01/09/2021,SC,Sepsis,Sepsis,A40-A41,45-54,31,31,
01/10/2021,01/04/2020,01/09/2021,SC,Sepsis,Sepsis,A40-A41,55-64,116,116,
01/10/2021,01/04/2020,01/09/2021,SC,Sepsis,Sepsis,A40-A41,65-74,240,240,
01/10/2021,01/04/2020,01/09/2021,SC,Sepsis,Sepsis,A40-A41,75-84,199,199,
01/10/2021,01/04/2020,01/09/2021,SC,Sepsis,Sepsis,A40-A41,85+,118,118,
01/10/2021,01/04/2020,01/09/2021,SC,Sepsis,Sepsis,A40-A41,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,SC,Sepsis,Sepsis,A40-A41,All Ages,729,729,
01/10/2021,01/04/2020,01/09/2021,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,0,0,
01/10/2021,01/04/2020,01/09/2021,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,26,30,
01/10/2021,01/04/2020,01/09/2021,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,41,47,
01/10/2021,01/04/2020,01/09/2021,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,56,65,
01/10/2021,01/04/2020,01/09/2021,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,43,56,
01/10/2021,01/04/2020,01/09/2021,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,SC,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,170,202,
01/10/2021,01/04/2020,01/09/2021,SC,Diabetes,Diabetes,E10-E14,0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,SC,Diabetes,Diabetes,E10-E14,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SC,Diabetes,Diabetes,E10-E14,35-44,15,15,
01/10/2021,01/04/2020,01/09/2021,SC,Diabetes,Diabetes,E10-E14,45-54,43,43,
01/10/2021,01/04/2020,01/09/2021,SC,Diabetes,Diabetes,E10-E14,55-64,123,123,
01/10/2021,01/04/2020,01/09/2021,SC,Diabetes,Diabetes,E10-E14,65-74,279,282,
01/10/2021,01/04/2020,01/09/2021,SC,Diabetes,Diabetes,E10-E14,75-84,237,240,
01/10/2021,01/04/2020,01/09/2021,SC,Diabetes,Diabetes,E10-E14,85+,131,131,
01/10/2021,01/04/2020,01/09/2021,SC,Diabetes,Diabetes,E10-E14,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,SC,Diabetes,Diabetes,E10-E14,All Ages,834,840,
01/10/2021,01/04/2020,01/09/2021,SC,Obesity,Obesity,E65-E68,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SC,Obesity,Obesity,E65-E68,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SC,Obesity,Obesity,E65-E68,35-44,16,16,
01/10/2021,01/04/2020,01/09/2021,SC,Obesity,Obesity,E65-E68,45-54,22,23,
01/10/2021,01/04/2020,01/09/2021,SC,Obesity,Obesity,E65-E68,55-64,50,50,
01/10/2021,01/04/2020,01/09/2021,SC,Obesity,Obesity,E65-E68,65-74,59,59,
01/10/2021,01/04/2020,01/09/2021,SC,Obesity,Obesity,E65-E68,75-84,29,29,
01/10/2021,01/04/2020,01/09/2021,SC,Obesity,Obesity,E65-E68,85+,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SC,Obesity,Obesity,E65-E68,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,SC,Obesity,Obesity,E65-E68,All Ages,188,189,
01/10/2021,01/04/2020,01/09/2021,SC,Alzheimer disease,Alzheimer disease,G30,0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,SC,Alzheimer disease,Alzheimer disease,G30,25-34,0,0,
01/10/2021,01/04/2020,01/09/2021,SC,Alzheimer disease,Alzheimer disease,G30,35-44,0,0,
01/10/2021,01/04/2020,01/09/2021,SC,Alzheimer disease,Alzheimer disease,G30,45-54,0,0,
01/10/2021,01/04/2020,01/09/2021,SC,Alzheimer disease,Alzheimer disease,G30,55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SC,Alzheimer disease,Alzheimer disease,G30,65-74,13,13,
01/10/2021,01/04/2020,01/09/2021,SC,Alzheimer disease,Alzheimer disease,G30,75-84,51,51,
01/10/2021,01/04/2020,01/09/2021,SC,Alzheimer disease,Alzheimer disease,G30,85+,113,114,
01/10/2021,01/04/2020,01/09/2021,SC,Alzheimer disease,Alzheimer disease,G30,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,SC,Alzheimer disease,Alzheimer disease,G30,All Ages,178,179,
01/10/2021,01/04/2020,01/09/2021,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0,0,
01/10/2021,01/04/2020,01/09/2021,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0,0,
01/10/2021,01/04/2020,01/09/2021,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,0,0,
01/10/2021,01/04/2020,01/09/2021,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,52,52,
01/10/2021,01/04/2020,01/09/2021,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,212,212,
01/10/2021,01/04/2020,01/09/2021,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,328,329,
01/10/2021,01/04/2020,01/09/2021,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,SC,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,599,600,
01/10/2021,01/04/2020,01/09/2021,SC,Renal failure,Renal failure,N17-N19,0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,SC,Renal failure,Renal failure,N17-N19,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SC,Renal failure,Renal failure,N17-N19,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SC,Renal failure,Renal failure,N17-N19,45-54,24,26,
01/10/2021,01/04/2020,01/09/2021,SC,Renal failure,Renal failure,N17-N19,55-64,96,102,
01/10/2021,01/04/2020,01/09/2021,SC,Renal failure,Renal failure,N17-N19,65-74,216,236,
01/10/2021,01/04/2020,01/09/2021,SC,Renal failure,Renal failure,N17-N19,75-84,193,219,
01/10/2021,01/04/2020,01/09/2021,SC,Renal failure,Renal failure,N17-N19,85+,113,127,
01/10/2021,01/04/2020,01/09/2021,SC,Renal failure,Renal failure,N17-N19,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,SC,Renal failure,Renal failure,N17-N19,All Ages,651,719,
01/10/2021,01/04/2020,01/09/2021,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,26,52,
01/10/2021,01/04/2020,01/09/2021,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,33,66,
01/10/2021,01/04/2020,01/09/2021,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,42,78,
01/10/2021,01/04/2020,01/09/2021,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,55,103,
01/10/2021,01/04/2020,01/09/2021,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,SC,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,171,329,
01/10/2021,01/04/2020,01/09/2021,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,16,21,
01/10/2021,01/04/2020,01/09/2021,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,45,82,
01/10/2021,01/04/2020,01/09/2021,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,91,188,
01/10/2021,01/04/2020,01/09/2021,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,346,680,
01/10/2021,01/04/2020,01/09/2021,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,664,1225,
01/10/2021,01/04/2020,01/09/2021,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,772,1482,
01/10/2021,01/04/2020,01/09/2021,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,616,1151,
01/10/2021,01/04/2020,01/09/2021,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,SC,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,2553,4834,
01/10/2021,01/04/2020,01/09/2021,SC,COVID-19,COVID-19,U071,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SC,COVID-19,COVID-19,U071,25-34,25,25,
01/10/2021,01/04/2020,01/09/2021,SC,COVID-19,COVID-19,U071,35-44,81,81,
01/10/2021,01/04/2020,01/09/2021,SC,COVID-19,COVID-19,U071,45-54,179,179,
01/10/2021,01/04/2020,01/09/2021,SC,COVID-19,COVID-19,U071,55-64,602,602,
01/10/2021,01/04/2020,01/09/2021,SC,COVID-19,COVID-19,U071,65-74,1157,1157,
01/10/2021,01/04/2020,01/09/2021,SC,COVID-19,COVID-19,U071,75-84,1454,1454,
01/10/2021,01/04/2020,01/09/2021,SC,COVID-19,COVID-19,U071,85+,1302,1302,
01/10/2021,01/04/2020,01/09/2021,SC,COVID-19,COVID-19,U071,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,SC,COVID-19,COVID-19,U071,All Ages,4809,4809,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,19,22,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,62,64,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,124,128,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,138,141,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,162,164,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,517,531,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,10,11,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,40,45,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,70,76,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,66,67,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,187,200,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,10,10,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,27,27,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,43,43,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,43,43,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,26,26,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,153,153,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Respiratory failure,J96,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Respiratory failure,J96,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Respiratory failure,J96,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Respiratory failure,J96,45-54,19,19,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Respiratory failure,J96,55-64,55,56,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Respiratory failure,J96,65-74,127,133,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Respiratory failure,J96,75-84,146,152,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Respiratory failure,J96,85+,155,157,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Respiratory failure,J96,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Respiratory failure,J96,All Ages,512,528,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Respiratory arrest,R09.2,0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Respiratory arrest,R09.2,25-34,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Respiratory arrest,R09.2,35-44,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Respiratory arrest,R09.2,45-54,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Respiratory arrest,R09.2,55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Respiratory arrest,R09.2,65-74,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Respiratory arrest,R09.2,75-84,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Respiratory arrest,R09.2,85+,20,20,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Respiratory arrest,R09.2,All Ages,36,36,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,18,21,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,16,18,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,26,26,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,72,81,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,0,0,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,23,23,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,55,55,
01/10/2021,01/04/2020,01/09/2021,SD,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,86,86,
